BEGIN
BEGIN
BARECODE 184
FIRSTNAME "Trent"
LASTNAME "Leathwood"
EMAIL "tleathwood53@usatoday.com"
POINTS 36
END

BEGIN
BARECODE 185
FIRSTNAME "Chelsae"
LASTNAME "Palmar"
EMAIL "cpalmar54@list-manage.com"
POINTS 44
END

BEGIN
BARECODE 186
FIRSTNAME "Tilda"
LASTNAME "Cogley"
EMAIL "tcogley55@ft.com"
POINTS 23
END

BEGIN
BARECODE 187
FIRSTNAME "Dino"
LASTNAME "Stilliard"
EMAIL "dstilliard56@apple.com"
POINTS 94
END

BEGIN
BARECODE 188
FIRSTNAME "Perkin"
LASTNAME "Shevlane"
EMAIL "pshevlane57@desdev.cn"
POINTS 38
END

BEGIN
BARECODE 189
FIRSTNAME "Omar"
LASTNAME "Cattermoul"
EMAIL "ocattermoul58@tripod.com"
POINTS 11
END

BEGIN
BARECODE 190
FIRSTNAME "Zabrina"
LASTNAME "Abramovici"
EMAIL "zabramovici59@xing.com"
POINTS 3
END

BEGIN
BARECODE 191
FIRSTNAME "Benedicto"
LASTNAME "Cullingford"
EMAIL "bcullingford5a@toplist.cz"
POINTS 84
END

BEGIN
BARECODE 192
FIRSTNAME "Halimeda"
LASTNAME "Cicullo"
EMAIL "hcicullo5b@fda.gov"
POINTS 43
END

BEGIN
BARECODE 193
FIRSTNAME "Stefanie"
LASTNAME "Craddock"
EMAIL "scraddock5c@smugmug.com"
POINTS 2
END

BEGIN
BARECODE 194
FIRSTNAME "Ezmeralda"
LASTNAME "Morcombe"
EMAIL "emorcombe5d@admin.ch"
POINTS 63
END

BEGIN
BARECODE 195
FIRSTNAME "Frederic"
LASTNAME "McNeely"
EMAIL "fmcneely5e@1und1.de"
POINTS 83
END

BEGIN
BARECODE 196
FIRSTNAME "Hewett"
LASTNAME "Hanster"
EMAIL "hhanster5f@wired.com"
POINTS 17
END

BEGIN
BARECODE 197
FIRSTNAME "Sharron"
LASTNAME "Onions"
EMAIL "sonions5g@woothemes.com"
POINTS 15
END

BEGIN
BARECODE 198
FIRSTNAME "Rodrick"
LASTNAME "Stolting"
EMAIL "rstolting5h@jalbum.net"
POINTS 3
END

BEGIN
BARECODE 199
FIRSTNAME "Raphaela"
LASTNAME "Arbor"
EMAIL "rarbor5i@nationalgeographic.com"
POINTS 96
END

BEGIN
BARECODE 200
FIRSTNAME "Leanor"
LASTNAME "Battisson"
EMAIL "lbattisson5j@google.es"
POINTS 19
END

BEGIN
BARECODE 201
FIRSTNAME "Euell"
LASTNAME "Franz-Schoninger"
EMAIL "efranzschoninger5k@intel.com"
POINTS 27
END

BEGIN
BARECODE 202
FIRSTNAME "Wood"
LASTNAME "Janousek"
EMAIL "wjanousek5l@netvibes.com"
POINTS 37
END

BEGIN
BARECODE 203
FIRSTNAME "Bibby"
LASTNAME "Chatain"
EMAIL "bchatain5m@howstuffworks.com"
POINTS 48
END

BEGIN
BARECODE 204
FIRSTNAME "April"
LASTNAME "Pagett"
EMAIL "apagett5n@si.edu"
POINTS 88
END

BEGIN
BARECODE 205
FIRSTNAME "Basia"
LASTNAME "Wheelband"
EMAIL "bwheelband5o@ameblo.jp"
POINTS 71
END

BEGIN
BARECODE 206
FIRSTNAME "Elton"
LASTNAME "Touhig"
EMAIL "etouhig5p@de.vu"
POINTS 96
END

BEGIN
BARECODE 207
FIRSTNAME "Mattie"
LASTNAME "Rossant"
EMAIL "mrossant5q@fotki.com"
POINTS 15
END

BEGIN
BARECODE 208
FIRSTNAME "Phil"
LASTNAME "Martinets"
EMAIL "pmartinets5r@mac.com"
POINTS 47
END

BEGIN
BARECODE 209
FIRSTNAME "Tootsie"
LASTNAME "Roja"
EMAIL "troja5s@harvard.edu"
POINTS 20
END

BEGIN
BARECODE 210
FIRSTNAME "Colby"
LASTNAME "O' Cloney"
EMAIL "cocloney5t@wufoo.com"
POINTS 97
END

BEGIN
BARECODE 211
FIRSTNAME "Benedetta"
LASTNAME "Digginson"
EMAIL "bdigginson5u@dagondesign.com"
POINTS 88
END

BEGIN
BARECODE 212
FIRSTNAME "Kerri"
LASTNAME "Necolds"
EMAIL "knecolds5v@macromedia.com"
POINTS 5
END

BEGIN
BARECODE 213
FIRSTNAME "Elyssa"
LASTNAME "Shetliff"
EMAIL "eshetliff5w@smh.com.au"
POINTS 40
END

BEGIN
BARECODE 214
FIRSTNAME "Nathan"
LASTNAME "Geindre"
EMAIL "ngeindre5x@bloglovin.com"
POINTS 29
END

BEGIN
BARECODE 215
FIRSTNAME "Willdon"
LASTNAME "Goomes"
EMAIL "wgoomes5y@odnoklassniki.ru"
POINTS 82
END

BEGIN
BARECODE 216
FIRSTNAME "Gertrudis"
LASTNAME "Nourse"
EMAIL "gnourse5z@ebay.co.uk"
POINTS 60
END

BEGIN
BARECODE 217
FIRSTNAME "Liva"
LASTNAME "Kitson"
EMAIL "lkitson60@un.org"
POINTS 48
END

BEGIN
BARECODE 218
FIRSTNAME "Timmie"
LASTNAME "Chipperfield"
EMAIL "tchipperfield61@e-recht24.de"
POINTS 58
END

BEGIN
BARECODE 219
FIRSTNAME "Cordelia"
LASTNAME "Freen"
EMAIL "cfreen62@booking.com"
POINTS 95
END

BEGIN
BARECODE 220
FIRSTNAME "Armand"
LASTNAME "Kenn"
EMAIL "akenn63@tmall.com"
POINTS 89
END

BEGIN
BARECODE 221
FIRSTNAME "Jacquelin"
LASTNAME "Flahive"
EMAIL "jflahive64@ycombinator.com"
POINTS 65
END

BEGIN
BARECODE 222
FIRSTNAME "Barbara"
LASTNAME "Stockport"
EMAIL "bstockport65@vk.com"
POINTS 46
END

BEGIN
BARECODE 223
FIRSTNAME "Angeli"
LASTNAME "Tallis"
EMAIL "atallis66@com.com"
POINTS 97
END

BEGIN
BARECODE 224
FIRSTNAME "Byron"
LASTNAME "Wainscoat"
EMAIL "bwainscoat67@amazon.co.jp"
POINTS 14
END

BEGIN
BARECODE 225
FIRSTNAME "Therese"
LASTNAME "Arthan"
EMAIL "tarthan68@cmu.edu"
POINTS 91
END

BEGIN
BARECODE 226
FIRSTNAME "Feodora"
LASTNAME "Spencook"
EMAIL "fspencook69@china.com.cn"
POINTS 81
END

BEGIN
BARECODE 227
FIRSTNAME "Daryn"
LASTNAME "Pickford"
EMAIL "dpickford6a@edublogs.org"
POINTS 42
END

BEGIN
BARECODE 228
FIRSTNAME "Lark"
LASTNAME "Losbie"
EMAIL "llosbie6b@chicagotribune.com"
POINTS 77
END

BEGIN
BARECODE 229
FIRSTNAME "Toma"
LASTNAME "Shawel"
EMAIL "tshawel6c@xrea.com"
POINTS 7
END

BEGIN
BARECODE 230
FIRSTNAME "Rusty"
LASTNAME "Stiven"
EMAIL "rstiven6d@comcast.net"
POINTS 35
END

BEGIN
BARECODE 231
FIRSTNAME "Mildred"
LASTNAME "Pitcher"
EMAIL "mpitcher6e@wikia.com"
POINTS 21
END

BEGIN
BARECODE 232
FIRSTNAME "Dickie"
LASTNAME "Jaze"
EMAIL "djaze6f@github.io"
POINTS 38
END

BEGIN
BARECODE 233
FIRSTNAME "Gal"
LASTNAME "Feechum"
EMAIL "gfeechum6g@freewebs.com"
POINTS 5
END

BEGIN
BARECODE 234
FIRSTNAME "Guglielmo"
LASTNAME "Hebson"
EMAIL "ghebson6h@amazon.co.uk"
POINTS 15
END

BEGIN
BARECODE 235
FIRSTNAME "Lenore"
LASTNAME "Kenaway"
EMAIL "lkenaway6i@angelfire.com"
POINTS 75
END

BEGIN
BARECODE 236
FIRSTNAME "Nikaniki"
LASTNAME "Speechly"
EMAIL "nspeechly6j@microsoft.com"
POINTS 13
END

BEGIN
BARECODE 237
FIRSTNAME "Ase"
LASTNAME "Kincade"
EMAIL "akincade6k@opensource.org"
POINTS 45
END

BEGIN
BARECODE 238
FIRSTNAME "Jaine"
LASTNAME "Maestro"
EMAIL "jmaestro6l@yellowbook.com"
POINTS 72
END

BEGIN
BARECODE 239
FIRSTNAME "Christen"
LASTNAME "Tull"
EMAIL "ctull6m@vinaora.com"
POINTS 72
END

BEGIN
BARECODE 240
FIRSTNAME "Clint"
LASTNAME "Augar"
EMAIL "caugar6n@lycos.com"
POINTS 1
END

BEGIN
BARECODE 241
FIRSTNAME "Livy"
LASTNAME "Belford"
EMAIL "lbelford6o@pen.io"
POINTS 5
END

BEGIN
BARECODE 242
FIRSTNAME "Donnie"
LASTNAME "Digweed"
EMAIL "ddigweed6p@cafepress.com"
POINTS 64
END

BEGIN
BARECODE 243
FIRSTNAME "Lela"
LASTNAME "Labbet"
EMAIL "llabbet6q@hc360.com"
POINTS 82
END

BEGIN
BARECODE 244
FIRSTNAME "Karie"
LASTNAME "O'Hoolahan"
EMAIL "kohoolahan6r@apple.com"
POINTS 27
END

BEGIN
BARECODE 245
FIRSTNAME "Barbra"
LASTNAME "O'Currane"
EMAIL "bocurrane6s@businessinsider.com"
POINTS 8
END

BEGIN
BARECODE 246
FIRSTNAME "Martie"
LASTNAME "Croxon"
EMAIL "mcroxon6t@utexas.edu"
POINTS 35
END

BEGIN
BARECODE 247
FIRSTNAME "Benetta"
LASTNAME "Petrichat"
EMAIL "bpetrichat6u@wikimedia.org"
POINTS 70
END

BEGIN
BARECODE 248
FIRSTNAME "Nevin"
LASTNAME "Cersey"
EMAIL "ncersey6v@aboutads.info"
POINTS 70
END

BEGIN
BARECODE 249
FIRSTNAME "Rafael"
LASTNAME "Crombie"
EMAIL "rcrombie6w@ed.gov"
POINTS 21
END

BEGIN
BARECODE 250
FIRSTNAME "Chane"
LASTNAME "Labrenz"
EMAIL "clabrenz6x@sitemeter.com"
POINTS 98
END

BEGIN
BARECODE 251
FIRSTNAME "Parnell"
LASTNAME "McAlister"
EMAIL "pmcalister6y@theglobeandmail.com"
POINTS 38
END

BEGIN
BARECODE 252
FIRSTNAME "Aliza"
LASTNAME "Stiling"
EMAIL "astiling6z@oracle.com"
POINTS 93
END

BEGIN
BARECODE 253
FIRSTNAME "Elaina"
LASTNAME "Matteo"
EMAIL "ematteo70@dot.gov"
POINTS 73
END

BEGIN
BARECODE 254
FIRSTNAME "Josias"
LASTNAME "Castellucci"
EMAIL "jcastellucci71@virginia.edu"
POINTS 62
END

BEGIN
BARECODE 255
FIRSTNAME "Marlo"
LASTNAME "Andreichik"
EMAIL "mandreichik72@typepad.com"
POINTS 47
END

BEGIN
BARECODE 256
FIRSTNAME "Gradeigh"
LASTNAME "Kosel"
EMAIL "gkosel73@trellian.com"
POINTS 2
END

BEGIN
BARECODE 257
FIRSTNAME "Rudolf"
LASTNAME "Scoffham"
EMAIL "rscoffham74@sogou.com"
POINTS 36
END

BEGIN
BARECODE 258
FIRSTNAME "Daren"
LASTNAME "Stanyforth"
EMAIL "dstanyforth75@shinystat.com"
POINTS 58
END

BEGIN
BARECODE 259
FIRSTNAME "Indira"
LASTNAME "Casazza"
EMAIL "icasazza76@goo.ne.jp"
POINTS 98
END

BEGIN
BARECODE 260
FIRSTNAME "Dagmar"
LASTNAME "Lippini"
EMAIL "dlippini77@bloglovin.com"
POINTS 74
END

BEGIN
BARECODE 261
FIRSTNAME "Benton"
LASTNAME "Yaldren"
EMAIL "byaldren78@mapquest.com"
POINTS 45
END

BEGIN
BARECODE 262
FIRSTNAME "Corinna"
LASTNAME "Kendal"
EMAIL "ckendal79@storify.com"
POINTS 55
END

BEGIN
BARECODE 263
FIRSTNAME "Gerta"
LASTNAME "Gulk"
EMAIL "ggulk7a@ca.gov"
POINTS 10
END

BEGIN
BARECODE 264
FIRSTNAME "Noel"
LASTNAME "Devennie"
EMAIL "ndevennie7b@yahoo.com"
POINTS 82
END

BEGIN
BARECODE 265
FIRSTNAME "Prisca"
LASTNAME "Cubberley"
EMAIL "pcubberley7c@histats.com"
POINTS 10
END

BEGIN
BARECODE 266
FIRSTNAME "Kean"
LASTNAME "Petegrew"
EMAIL "kpetegrew7d@elpais.com"
POINTS 13
END

BEGIN
BARECODE 267
FIRSTNAME "Avis"
LASTNAME "Exposito"
EMAIL "aexposito7e@blinklist.com"
POINTS 58
END

BEGIN
BARECODE 268
FIRSTNAME "Joete"
LASTNAME "Yeabsley"
EMAIL "jyeabsley7f@yandex.ru"
POINTS 4
END

BEGIN
BARECODE 269
FIRSTNAME "Westleigh"
LASTNAME "Jacobsen"
EMAIL "wjacobsen7g@g.co"
POINTS 14
END

BEGIN
BARECODE 270
FIRSTNAME "Osborn"
LASTNAME "McGaugey"
EMAIL "omcgaugey7h@naver.com"
POINTS 62
END

BEGIN
BARECODE 271
FIRSTNAME "Fran"
LASTNAME "Beamish"
EMAIL "fbeamish7i@whitehouse.gov"
POINTS 50
END

BEGIN
BARECODE 272
FIRSTNAME "Janice"
LASTNAME "Phettiplace"
EMAIL "jphettiplace7j@jigsy.com"
POINTS 20
END

BEGIN
BARECODE 273
FIRSTNAME "Rosemarie"
LASTNAME "Toomey"
EMAIL "rtoomey7k@skype.com"
POINTS 1
END

BEGIN
BARECODE 274
FIRSTNAME "Roselin"
LASTNAME "Worton"
EMAIL "rworton7l@shareasale.com"
POINTS 13
END

BEGIN
BARECODE 275
FIRSTNAME "Gillie"
LASTNAME "Laity"
EMAIL "glaity7m@ifeng.com"
POINTS 61
END

BEGIN
BARECODE 276
FIRSTNAME "Ken"
LASTNAME "Connechy"
EMAIL "kconnechy7n@deliciousdays.com"
POINTS 23
END

BEGIN
BARECODE 277
FIRSTNAME "Lexine"
LASTNAME "Lydden"
EMAIL "llydden7o@amazon.co.uk"
POINTS 51
END

BEGIN
BARECODE 278
FIRSTNAME "Hendrika"
LASTNAME "Wallworth"
EMAIL "hwallworth7p@time.com"
POINTS 61
END

BEGIN
BARECODE 279
FIRSTNAME "Bertrand"
LASTNAME "Stichel"
EMAIL "bstichel7q@php.net"
POINTS 90
END

BEGIN
BARECODE 280
FIRSTNAME "Ardelle"
LASTNAME "Roo"
EMAIL "aroo7r@sciencedirect.com"
POINTS 24
END

BEGIN
BARECODE 281
FIRSTNAME "Fitz"
LASTNAME "Pothergill"
EMAIL "fpothergill7s@answers.com"
POINTS 82
END

BEGIN
BARECODE 282
FIRSTNAME "Viola"
LASTNAME "Charter"
EMAIL "vcharter7t@pinterest.com"
POINTS 85
END

BEGIN
BARECODE 283
FIRSTNAME "Esmeralda"
LASTNAME "Deinhard"
EMAIL "edeinhard7u@webmd.com"
POINTS 6
END

BEGIN
BARECODE 284
FIRSTNAME "Andrea"
LASTNAME "Dicks"
EMAIL "adicks7v@dailymail.co.uk"
POINTS 90
END

BEGIN
BARECODE 285
FIRSTNAME "Opalina"
LASTNAME "Labusch"
EMAIL "olabusch7w@pbs.org"
POINTS 17
END

BEGIN
BARECODE 286
FIRSTNAME "Archibold"
LASTNAME "Baly"
EMAIL "abaly7x@nps.gov"
POINTS 49
END

BEGIN
BARECODE 287
FIRSTNAME "Katerina"
LASTNAME "Kytter"
EMAIL "kkytter7y@miitbeian.gov.cn"
POINTS 1
END

BEGIN
BARECODE 288
FIRSTNAME "Vivie"
LASTNAME "Baldazzi"
EMAIL "vbaldazzi7z@wikispaces.com"
POINTS 13
END

BEGIN
BARECODE 289
FIRSTNAME "Cassie"
LASTNAME "Moody"
EMAIL "cmoody80@so-net.ne.jp"
POINTS 14
END

BEGIN
BARECODE 290
FIRSTNAME "Corrianne"
LASTNAME "Hoyte"
EMAIL "choyte81@squidoo.com"
POINTS 95
END

BEGIN
BARECODE 291
FIRSTNAME "Marylinda"
LASTNAME "Callis"
EMAIL "mcallis82@mail.ru"
POINTS 85
END

BEGIN
BARECODE 292
FIRSTNAME "Guillermo"
LASTNAME "Edwards"
EMAIL "gedwards83@scientificamerican.com"
POINTS 24
END

BEGIN
BARECODE 293
FIRSTNAME "Vivianne"
LASTNAME "Nassey"
EMAIL "vnassey84@weibo.com"
POINTS 90
END

BEGIN
BARECODE 294
FIRSTNAME "Ange"
LASTNAME "Gowman"
EMAIL "agowman85@netlog.com"
POINTS 60
END

BEGIN
BARECODE 295
FIRSTNAME "Gwendolen"
LASTNAME "Wallas"
EMAIL "gwallas86@webs.com"
POINTS 72
END

BEGIN
BARECODE 296
FIRSTNAME "Farrand"
LASTNAME "MacMenamy"
EMAIL "fmacmenamy87@google.co.uk"
POINTS 4
END

BEGIN
BARECODE 297
FIRSTNAME "Mollee"
LASTNAME "Tonkin"
EMAIL "mtonkin88@nba.com"
POINTS 97
END

BEGIN
BARECODE 298
FIRSTNAME "Eolanda"
LASTNAME "Esmonde"
EMAIL "eesmonde89@seesaa.net"
POINTS 11
END

BEGIN
BARECODE 299
FIRSTNAME "Myrwyn"
LASTNAME "Navarre"
EMAIL "mnavarre8a@nba.com"
POINTS 83
END

BEGIN
BARECODE 300
FIRSTNAME "Orion"
LASTNAME "Lavies"
EMAIL "olavies8b@miitbeian.gov.cn"
POINTS 64
END

BEGIN
BARECODE 301
FIRSTNAME "Evy"
LASTNAME "Dain"
EMAIL "edain8c@surveymonkey.com"
POINTS 100
END

BEGIN
BARECODE 302
FIRSTNAME "Clive"
LASTNAME "Fetherstan"
EMAIL "cfetherstan8d@theglobeandmail.com"
POINTS 66
END

BEGIN
BARECODE 303
FIRSTNAME "Marguerite"
LASTNAME "Wimpress"
EMAIL "mwimpress8e@xing.com"
POINTS 78
END

BEGIN
BARECODE 304
FIRSTNAME "Fianna"
LASTNAME "Batcock"
EMAIL "fbatcock8f@odnoklassniki.ru"
POINTS 59
END

BEGIN
BARECODE 305
FIRSTNAME "Ofella"
LASTNAME "Nacci"
EMAIL "onacci8g@paypal.com"
POINTS 89
END

BEGIN
BARECODE 306
FIRSTNAME "Bartholomeus"
LASTNAME "Backe"
EMAIL "bbacke8h@a8.net"
POINTS 56
END

BEGIN
BARECODE 307
FIRSTNAME "Padraic"
LASTNAME "Tolchar"
EMAIL "ptolchar8i@dion.ne.jp"
POINTS 13
END

BEGIN
BARECODE 308
FIRSTNAME "Deidre"
LASTNAME "Prangnell"
EMAIL "dprangnell8j@wired.com"
POINTS 90
END

BEGIN
BARECODE 309
FIRSTNAME "Anica"
LASTNAME "Clementel"
EMAIL "aclementel8k@mac.com"
POINTS 7
END

BEGIN
BARECODE 310
FIRSTNAME "Ray"
LASTNAME "Gerrell"
EMAIL "rgerrell8l@smugmug.com"
POINTS 34
END

BEGIN
BARECODE 311
FIRSTNAME "Perice"
LASTNAME "Brookzie"
EMAIL "pbrookzie8m@bloglines.com"
POINTS 54
END

BEGIN
BARECODE 312
FIRSTNAME "Britt"
LASTNAME "Kennan"
EMAIL "bkennan8n@ow.ly"
POINTS 53
END

BEGIN
BARECODE 313
FIRSTNAME "Corby"
LASTNAME "Battman"
EMAIL "cbattman8o@intel.com"
POINTS 60
END

BEGIN
BARECODE 314
FIRSTNAME "Connie"
LASTNAME "O'Dogherty"
EMAIL "codogherty8p@example.com"
POINTS 75
END

BEGIN
BARECODE 315
FIRSTNAME "Trstram"
LASTNAME "Hanes"
EMAIL "thanes8q@yellowbook.com"
POINTS 48
END

BEGIN
BARECODE 316
FIRSTNAME "Katie"
LASTNAME "Jack"
EMAIL "kjack8r@ustream.tv"
POINTS 10
END

BEGIN
BARECODE 317
FIRSTNAME "Helyn"
LASTNAME "Nealy"
EMAIL "hnealy8s@ftc.gov"
POINTS 76
END

BEGIN
BARECODE 318
FIRSTNAME "Gloriane"
LASTNAME "Capaldi"
EMAIL "gcapaldi8t@state.gov"
POINTS 41
END

BEGIN
BARECODE 319
FIRSTNAME "Joli"
LASTNAME "Couling"
EMAIL "jcouling8u@blinklist.com"
POINTS 60
END

BEGIN
BARECODE 320
FIRSTNAME "Deeanne"
LASTNAME "Melbourne"
EMAIL "dmelbourne8v@reverbnation.com"
POINTS 18
END

BEGIN
BARECODE 321
FIRSTNAME "Hedda"
LASTNAME "Sharville"
EMAIL "hsharville8w@usda.gov"
POINTS 8
END

BEGIN
BARECODE 322
FIRSTNAME "Rodi"
LASTNAME "Lacy"
EMAIL "rlacy8x@mail.ru"
POINTS 91
END

BEGIN
BARECODE 323
FIRSTNAME "Bruno"
LASTNAME "Dyzart"
EMAIL "bdyzart8y@tmall.com"
POINTS 82
END

BEGIN
BARECODE 324
FIRSTNAME "Abramo"
LASTNAME "Pendergast"
EMAIL "apendergast8z@indiegogo.com"
POINTS 100
END

BEGIN
BARECODE 325
FIRSTNAME "Lorri"
LASTNAME "Every"
EMAIL "levery90@washington.edu"
POINTS 62
END

BEGIN
BARECODE 326
FIRSTNAME "Vi"
LASTNAME "Bottrill"
EMAIL "vbottrill91@cdc.gov"
POINTS 93
END

BEGIN
BARECODE 327
FIRSTNAME "Kermy"
LASTNAME "Esherwood"
EMAIL "kesherwood92@harvard.edu"
POINTS 47
END

BEGIN
BARECODE 328
FIRSTNAME "Jefferey"
LASTNAME "Goodread"
EMAIL "jgoodread93@domainmarket.com"
POINTS 85
END

BEGIN
BARECODE 329
FIRSTNAME "Zulema"
LASTNAME "Nowak"
EMAIL "znowak94@weebly.com"
POINTS 4
END

BEGIN
BARECODE 330
FIRSTNAME "Barbaraanne"
LASTNAME "Wakeman"
EMAIL "bwakeman95@hhs.gov"
POINTS 93
END

BEGIN
BARECODE 331
FIRSTNAME "Rufe"
LASTNAME "Radborne"
EMAIL "rradborne96@wired.com"
POINTS 41
END

BEGIN
BARECODE 332
FIRSTNAME "Wright"
LASTNAME "O'Dunneen"
EMAIL "wodunneen97@addthis.com"
POINTS 74
END

BEGIN
BARECODE 333
FIRSTNAME "Karyn"
LASTNAME "Beirne"
EMAIL "kbeirne98@theatlantic.com"
POINTS 56
END

BEGIN
BARECODE 334
FIRSTNAME "Harman"
LASTNAME "Hackly"
EMAIL "hhackly99@soup.io"
POINTS 47
END

BEGIN
BARECODE 335
FIRSTNAME "Gris"
LASTNAME "Cozby"
EMAIL "gcozby9a@seesaa.net"
POINTS 74
END

BEGIN
BARECODE 336
FIRSTNAME "Alexandros"
LASTNAME "Burchett"
EMAIL "aburchett9b@msn.com"
POINTS 53
END

BEGIN
BARECODE 337
FIRSTNAME "Galven"
LASTNAME "Bilney"
EMAIL "gbilney9c@addtoany.com"
POINTS 64
END

BEGIN
BARECODE 338
FIRSTNAME "Mallorie"
LASTNAME "Kenna"
EMAIL "mkenna9d@adobe.com"
POINTS 14
END

BEGIN
BARECODE 339
FIRSTNAME "Evelyn"
LASTNAME "Lenz"
EMAIL "elenz9e@weather.com"
POINTS 99
END

BEGIN
BARECODE 340
FIRSTNAME "Kathie"
LASTNAME "Jonke"
EMAIL "kjonke9f@bigcartel.com"
POINTS 85
END

BEGIN
BARECODE 341
FIRSTNAME "Annelise"
LASTNAME "Thayre"
EMAIL "athayre9g@chron.com"
POINTS 56
END

BEGIN
BARECODE 342
FIRSTNAME "Van"
LASTNAME "Tildesley"
EMAIL "vtildesley9h@ustream.tv"
POINTS 83
END

BEGIN
BARECODE 343
FIRSTNAME "Jedd"
LASTNAME "Ayres"
EMAIL "jayres9i@hatena.ne.jp"
POINTS 22
END

BEGIN
BARECODE 344
FIRSTNAME "Abelard"
LASTNAME "Bradbrook"
EMAIL "abradbrook9j@scribd.com"
POINTS 80
END

BEGIN
BARECODE 345
FIRSTNAME "Beale"
LASTNAME "Janovsky"
EMAIL "bjanovsky9k@macromedia.com"
POINTS 26
END

BEGIN
BARECODE 346
FIRSTNAME "Kaye"
LASTNAME "Leyzell"
EMAIL "kleyzell9l@hexun.com"
POINTS 37
END

BEGIN
BARECODE 347
FIRSTNAME "Inger"
LASTNAME "Swateridge"
EMAIL "iswateridge9m@over-blog.com"
POINTS 27
END

BEGIN
BARECODE 348
FIRSTNAME "Caesar"
LASTNAME "Garlee"
EMAIL "cgarlee9n@cnbc.com"
POINTS 57
END

BEGIN
BARECODE 349
FIRSTNAME "Mable"
LASTNAME "Colbron"
EMAIL "mcolbron9o@disqus.com"
POINTS 30
END

BEGIN
BARECODE 350
FIRSTNAME "Nat"
LASTNAME "Presslie"
EMAIL "npresslie9p@zimbio.com"
POINTS 45
END

BEGIN
BARECODE 351
FIRSTNAME "Ilario"
LASTNAME "Gomes"
EMAIL "igomes9q@vk.com"
POINTS 18
END

BEGIN
BARECODE 352
FIRSTNAME "Deana"
LASTNAME "Goor"
EMAIL "dgoor9r@alexa.com"
POINTS 21
END

BEGIN
BARECODE 353
FIRSTNAME "Forrest"
LASTNAME "Tittletross"
EMAIL "ftittletross9s@naver.com"
POINTS 9
END

BEGIN
BARECODE 354
FIRSTNAME "Collin"
LASTNAME "Euler"
EMAIL "ceuler9t@about.com"
POINTS 45
END

BEGIN
BARECODE 355
FIRSTNAME "Lyndel"
LASTNAME "Uridge"
EMAIL "luridge9u@odnoklassniki.ru"
POINTS 23
END

BEGIN
BARECODE 356
FIRSTNAME "Dix"
LASTNAME "Gosker"
EMAIL "dgosker9v@businessinsider.com"
POINTS 25
END

BEGIN
BARECODE 357
FIRSTNAME "Latia"
LASTNAME "Normanville"
EMAIL "lnormanville9w@eventbrite.com"
POINTS 45
END

BEGIN
BARECODE 358
FIRSTNAME "Davidde"
LASTNAME "O' Mullan"
EMAIL "domullan9x@smugmug.com"
POINTS 34
END

BEGIN
BARECODE 359
FIRSTNAME "Kristofor"
LASTNAME "Stubbings"
EMAIL "kstubbings9y@delicious.com"
POINTS 100
END

BEGIN
BARECODE 360
FIRSTNAME "Ignacio"
LASTNAME "Cresar"
EMAIL "icresar9z@friendfeed.com"
POINTS 16
END

BEGIN
BARECODE 361
FIRSTNAME "Frazier"
LASTNAME "Skipton"
EMAIL "fskiptona0@ihg.com"
POINTS 3
END

BEGIN
BARECODE 362
FIRSTNAME "Ertha"
LASTNAME "Kinde"
EMAIL "ekindea1@yale.edu"
POINTS 54
END

BEGIN
BARECODE 363
FIRSTNAME "Claiborn"
LASTNAME "Gourlay"
EMAIL "cgourlaya2@ftc.gov"
POINTS 30
END

BEGIN
BARECODE 364
FIRSTNAME "Mercedes"
LASTNAME "MacAskill"
EMAIL "mmacaskilla3@cpanel.net"
POINTS 94
END

BEGIN
BARECODE 365
FIRSTNAME "Miner"
LASTNAME "Ketcher"
EMAIL "mketchera4@unesco.org"
POINTS 57
END

BEGIN
BARECODE 366
FIRSTNAME "Darcey"
LASTNAME "Brain"
EMAIL "dbraina5@blogspot.com"
POINTS 16
END

BEGIN
BARECODE 367
FIRSTNAME "Hermie"
LASTNAME "Northidge"
EMAIL "hnorthidgea6@wikimedia.org"
POINTS 60
END

BEGIN
BARECODE 368
FIRSTNAME "Gordan"
LASTNAME "Ansty"
EMAIL "ganstya7@ebay.com"
POINTS 64
END

BEGIN
BARECODE 369
FIRSTNAME "Licha"
LASTNAME "Standingford"
EMAIL "lstandingforda8@eventbrite.com"
POINTS 18
END

BEGIN
BARECODE 370
FIRSTNAME "Nickie"
LASTNAME "Smellie"
EMAIL "nsmelliea9@xrea.com"
POINTS 27
END

BEGIN
BARECODE 371
FIRSTNAME "Herschel"
LASTNAME "Strattan"
EMAIL "hstrattanaa@alexa.com"
POINTS 71
END

BEGIN
BARECODE 372
FIRSTNAME "Florenza"
LASTNAME "Tailby"
EMAIL "ftailbyab@usda.gov"
POINTS 32
END

BEGIN
BARECODE 373
FIRSTNAME "Vivien"
LASTNAME "Burkart"
EMAIL "vburkartac@answers.com"
POINTS 73
END

BEGIN
BARECODE 374
FIRSTNAME "Zarla"
LASTNAME "Schoular"
EMAIL "zschoularad@g.co"
POINTS 32
END

BEGIN
BARECODE 375
